0,1
-8.344980368770571,abandon
-8.344980368770571,abandonment
-8.344980368770571,able
-8.344980368770571,abortion
-8.344980368770571,absolute
-8.344980368770571,absolutely
-8.344980368770571,abuse
-8.344980368770571,abusive
-8.344980368770571,academic
-8.344980368770571,academically
-8.344980368770571,accept
-8.344980368770571,accident
-8.344980368770571,accidentally
-8.344980368770571,accidently
-8.344980368770571,accompaniment
-8.344980368770571,accompany
-8.344980368770571,accomplish
-8.344980368770571,accomplished
-8.344980368770571,accomplishment
-8.344980368770571,accountable
-8.344980368770571,accuse
-8.344980368770571,ache
-8.344980368770571,achieve
-8.344980368770571,acl
-8.344980368770571,acouple
-8.344980368770571,acquaintance
-8.344980368770571,act
-8.344980368770571,action
-8.344980368770571,active
-8.344980368770571,actively
-8.344980368770571,activity
-8.344980368770571,address
-8.344980368770571,adjust
-8.344980368770571,administer
-8.344980368770571,admire
-8.344980368770571,admit
-8.344980368770571,adopt
-8.344980368770571,adore
-8.344980368770571,adult
-8.344980368770571,advantage
-8.344980368770571,advice
-8.344980368770571,afraid
-8.344980368770571,aftermath
-8.344980368770571,afternoon
-8.344980368770571,afterward
-8.344980368770571,age
-8.344980368770571,aggravating
-8.344980368770571,ago
-8.344980368770571,agonize
-8.344980368770571,air
-8.344980368770571,airplane
-8.344980368770571,aisle
-8.344980368770571,alberta
-8.344980368770571,album
-8.344980368770571,alcohol
-8.344980368770571,ale
-8.344980368770571,alley
-8.344980368770571,allnighter
-8.344980368770571,allow
-8.344980368770571,alot
-8.344980368770571,aloud
-8.344980368770571,alright
-8.344980368770571,altogether
-8.344980368770571,amazing
-8.344980368770571,ambulance
-8.344980368770571,american
-8.344980368770571,amnesic
-8.344980368770571,amusement
-8.344980368770571,anger
-8.344980368770571,angry
-8.344980368770571,animal
-8.344980368770571,ankle
-8.344980368770571,anniversary
-8.344980368770571,announce
-8.344980368770571,annoy
-8.344980368770571,annoyance
-8.344980368770571,annoyed
-8.344980368770571,annual
-8.344980368770571,annually
-8.344980368770571,anticipate
-8.344980368770571,anxiety
-8.344980368770571,anxiousness
-8.344980368770571,anymore
-8.344980368770571,apart
-8.344980368770571,apartment
-8.344980368770571,apologize
-8.344980368770571,apparent
-8.344980368770571,appear
-8.344980368770571,appearance
-8.344980368770571,apply
-8.344980368770571,appreciated
-8.344980368770571,approach
-8.344980368770571,appropriate
-8.344980368770571,approximately
-8.344980368770571,april
-8.344980368770571,aquatic
-8.344980368770571,area
-8.344980368770571,argue
-8.344980368770571,argument
-8.344980368770571,arm
-8.344980368770571,arrive
-8.344980368770571,artist
-8.344980368770571,aside
-8.344980368770571,aspect
-8.344980368770571,assault
-8.344980368770571,assignment
-8.344980368770571,associate
-8.344980368770571,assumption
-8.344980368770571,athlete
-8.344980368770571,attach
-8.344980368770571,attachment
-8.344980368770571,attempt
-8.344980368770571,attend
-8.344980368770571,attract
-8.344980368770571,attraction
-8.344980368770571,august
-8.344980368770571,aunt
-8.344980368770571,australia
-8.344980368770571,authority
-8.344980368770571,automatically
-8.344980368770571,avatar
-8.344980368770571,avocado
-8.344980368770571,avoid
-8.344980368770571,aware
-8.344980368770571,awareness
-8.344980368770571,awe
-8.344980368770571,awful
-8.344980368770571,awhile
-8.344980368770571,awkward
-8.344980368770571,baby
-8.344980368770571,backlash
-8.344980368770571,backlog
-8.344980368770571,backpack
-8.344980368770571,backseat
-8.344980368770571,backwards
-8.344980368770571,backyard
-8.344980368770571,bad
-8.344980368770571,badly
-8.344980368770571,bail
-8.344980368770571,balcony
-8.344980368770571,ball
-8.344980368770571,balloon
-8.344980368770571,band
-8.344980368770571,bandit
-8.344980368770571,bank
-8.344980368770571,bar
-8.344980368770571,barbie
-8.344980368770571,barely
-8.344980368770571,base
-8.344980368770571,basement
-8.344980368770571,basically
-8.344980368770571,basis
-8.344980368770571,basketball
-8.344980368770571,batch
-8.344980368770571,bathing
-8.344980368770571,bathroom
-8.344980368770571,bathtub
-8.344980368770571,battle
-8.344980368770571,beach
-8.344980368770571,beanie
-8.344980368770571,bear
-8.344980368770571,beautiful
-8.344980368770571,bed
-8.344980368770571,bedroom
-8.344980368770571,bee
-8.344980368770571,beg
-8.344980368770571,begin
-8.344980368770571,beginning
-8.344980368770571,behave
-8.344980368770571,behaviour
-8.344980368770571,belief
-8.344980368770571,believe
-8.344980368770571,belly
-8.344980368770571,belong
-8.344980368770571,beloved
-8.344980368770571,bench
-8.344980368770571,bestfriend
-8.344980368770571,betray
-8.344980368770571,bf
-8.344980368770571,bicycle
-8.344980368770571,bid
-8.344980368770571,big
-8.344980368770571,bike
-8.344980368770571,billiard
-8.344980368770571,biology
-8.344980368770571,bird
-8.344980368770571,birth
-8.344980368770571,birthday
-8.344980368770571,bit
-8.344980368770571,bite
-8.344980368770571,black
-8.344980368770571,blame
-8.344980368770571,blanket
-8.344980368770571,bleach
-8.344980368770571,bleed
-8.344980368770571,block
-8.344980368770571,blown
-8.344980368770571,blue
-8.344980368770571,board
-8.344980368770571,boarding
-8.344980368770571,boat
-8.344980368770571,body
-8.344980368770571,bond
-8.344980368770571,bonding
-8.344980368770571,bone
-8.344980368770571,bonfire
-8.344980368770571,book
-8.344980368770571,bookshelf
-8.344980368770571,boom
-8.344980368770571,boot
-8.344980368770571,boots
-8.344980368770571,bored
-8.344980368770571,boring
-8.344980368770571,bother
-8.344980368770571,bothersome
-8.344980368770571,bottle
-8.344980368770571,bounce
-8.344980368770571,boy
-8.344980368770571,boyfriend
-8.344980368770571,bra
-8.344980368770571,brain
-8.344980368770571,brake
-8.344980368770571,break
-8.344980368770571,breakfast
-8.344980368770571,breakup
-8.344980368770571,breathing
-8.344980368770571,breathtaking
-8.344980368770571,breeze
-8.344980368770571,brick
-8.344980368770571,bridge
-8.344980368770571,brief
-8.344980368770571,briefly
-8.344980368770571,broom
-8.344980368770571,brother
-8.344980368770571,browse
-8.344980368770571,brush
-8.344980368770571,buck
-8.344980368770571,buffet
-8.344980368770571,build
-8.344980368770571,building
-8.344980368770571,bully
-8.344980368770571,bunkbed
-8.344980368770571,burn
-8.344980368770571,burritos
-8.344980368770571,bury
-8.344980368770571,bus
-8.344980368770571,butterfly
-8.344980368770571,buy
-8.344980368770571,bye
-8.344980368770571,cabin
-8.344980368770571,cafe
-8.344980368770571,calculus
-8.344980368770571,calendar
-8.344980368770571,california
-8.344980368770571,calling
-8.344980368770571,calmly
-8.344980368770571,camp
-8.344980368770571,camper
-8.344980368770571,campfire
-8.344980368770571,campground
-8.344980368770571,camping
-8.344980368770571,campsite
-8.344980368770571,campus
-8.344980368770571,canada
-8.344980368770571,canadian
-8.344980368770571,cancer
-8.344980368770571,candid
-8.344980368770571,cang
-8.344980368770571,canoe
-8.344980368770571,cantonese
-8.344980368770571,car
-8.344980368770571,card
-8.344980368770571,cardboard
-8.344980368770571,cardinal
-8.344980368770571,care
-8.344980368770571,career
-8.344980368770571,carefree
-8.344980368770571,careless
-8.344980368770571,caribbean
-8.344980368770571,carolina
-8.344980368770571,carpet
-8.344980368770571,carry
-8.344980368770571,cart
-8.344980368770571,case
-8.344980368770571,casket
-8.344980368770571,casual
-8.344980368770571,cat
-8.344980368770571,catch
-8.344980368770571,catering
-8.344980368770571,cd
-8.344980368770571,celebration
-8.344980368770571,celsius
-8.344980368770571,ceremony
-8.344980368770571,certain
-8.344980368770571,chair
-8.344980368770571,challenge
-8.344980368770571,challenging
-8.344980368770571,championship
-8.344980368770571,chance
-8.344980368770571,chant
-8.344980368770571,character
-8.344980368770571,charge
-8.344980368770571,chase
-8.344980368770571,chastise
-8.344980368770571,chat
-8.344980368770571,cheat
-8.344980368770571,check
-8.344980368770571,cheek
-8.344980368770571,cheer
-8.344980368770571,cherish
-8.344980368770571,cherry
-8.344980368770571,chicken
-8.344980368770571,child
-8.344980368770571,childhood
-8.344980368770571,chill
-8.344980368770571,chinese
-8.344980368770571,chocolate
-8.344980368770571,choir
-8.344980368770571,choose
-8.344980368770571,chorus
-8.344980368770571,christmas
-8.344980368770571,cinema
-8.344980368770571,circle
-8.344980368770571,city
-8.344980368770571,claim
-8.344980368770571,clarify
-8.344980368770571,classmate
-8.344980368770571,classroom
-8.344980368770571,clean
-8.344980368770571,clear
-8.344980368770571,climb
-8.344980368770571,climbing
-8.344980368770571,clip
-8.344980368770571,close
-8.344980368770571,closely
-8.344980368770571,closure
-8.344980368770571,clothe
-8.344980368770571,cloud
-8.344980368770571,club
-8.344980368770571,clutch
-8.344980368770571,co
-8.344980368770571,coast
-8.344980368770571,code
-8.344980368770571,coffee
-8.344980368770571,cold
-8.344980368770571,colleague
-8.344980368770571,collect
-8.344980368770571,collingwood
-8.344980368770571,color
-8.344980368770571,colour
-8.344980368770571,combination
-8.344980368770571,comeback
-8.344980368770571,comfort
-8.344980368770571,comfortably
-8.344980368770571,comforting
-8.344980368770571,comma
